surface	gold_lemma	gold_asp	gold_ten	gold_mood	gold_gen	gold_num	gold_per	vtype	confidence	cpos	failure_type	n_predicted	pred_lemmas	file	line_no
की	कर	perfective			F	S	3	irregular	high	VM	wrong_features	1	कर	fullnews_id_2578386_date_7_7_2004.dat	184
कहा	कह	perfective			M	S	3	participle	low	VM	wrong_features	1	कह	fullnews_id_2578386_date_7_7_2004.dat	191
आया	आ	perfective			M	S		participle	low	VM	wrong_lemma	1	आय	fullnews_id_2578386_date_7_7_2004.dat	199
थीं	था		past		F	P		unknown	none	VM	no_analysis	0		fullnews_id_2578386_date_7_7_2004.dat	208
थी	था		past		F	S		unknown	none	VM	no_analysis	0		fullnews_id_2578386_date_7_7_2004.dat	213
थे	था		past		M	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2578386_date_7_7_2004.dat	226
करते	कर	imperfective			M	S		participle	low	VM	wrong_features	2	कर|करत	fullnews_id_2578386_date_7_7_2004.dat	232
की	कर	perfective				S	3	irregular	high	VM	wrong_features	1	कर	fullnews_id_2578386_date_7_7_2004.dat	240
कर	कर				F	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2578386_date_7_7_2004.dat	248
की	कर	perfective			F	S	3	irregular	high	VM	wrong_features	1	कर	fullnews_id_2578386_date_7_7_2004.dat	255
करेगी	कर		future		F	S	3	finite	medium	VM	wrong_features	2	कर|करेग	fullnews_id_2578386_date_7_7_2004.dat	271
करेगा	कर		future		M	S	3	finite	medium	VM	wrong_features	2	कर|करेग	fullnews_id_2578386_date_7_7_2004.dat	283
थे	था		past		M	P		unknown	none	VM	no_analysis	0		fullnews_id_2578386_date_7_7_2004.dat	306
कर	कर				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2578386_date_7_7_2004.dat	318
लगाया	लगा	perfective			M	S	3	participle	low	VM	wrong_features	2	लगा|लगाय	fullnews_id_2578386_date_7_7_2004.dat	369
लगे	लग	perfective				S	3	participle	low	VM	wrong_features	1	लग	fullnews_id_2578387_date_7_7_2004.dat	13
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2578387_date_7_7_2004.dat	23
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2578387_date_7_7_2004.dat	30
आने	आ							participle	low	VM	wrong_lemma	1	आन	fullnews_id_2578387_date_7_7_2004.dat	40
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2578387_date_7_7_2004.dat	59
कर	कर				M	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2578387_date_7_7_2004.dat	67
किए	कर	perfective			M	S	3	irregular	high	VM	wrong_features	2	कर|कि	fullnews_id_2578387_date_7_7_2004.dat	73
चाहते	चाह	imperfective			M	S	3	participle	low	VM	wrong_features	2	चाह|चाहत	fullnews_id_2578387_date_7_7_2004.dat	85
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2578387_date_7_7_2004.dat	100
था	था		past		M	S		unknown	none	VM	no_analysis	0		fullnews_id_2578387_date_7_7_2004.dat	114
कर	कर				M	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2578387_date_7_7_2004.dat	122
होगी	हो		future		F	S	3	participle	low	VM	wrong_lemma	1	होग	fullnews_id_2578387_date_7_7_2004.dat	131
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2578387_date_7_7_2004.dat	152
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2578387_date_7_7_2004.dat	163
किया	कर	perfective			M	S	3	irregular	high	VM	wrong_features	5	कर|की|के|कि|किय	fullnews_id_2578401_date_7_7_2004.dat	9
दिया	दे	perfective			M	S	3	irregular	high	VM	wrong_features	5	दे|दी|दे|दि|दिय	fullnews_id_2578401_date_7_7_2004.dat	15
कहा	कह	perfective			M	S	3	participle	low	VM	wrong_features	1	कह	fullnews_id_2578401_date_7_7_2004.dat	19
हैं	है		present			P	3	unknown	none	VM	no_analysis	0		fullnews_id_2578401_date_7_7_2004.dat	26
NULL	null							unknown	none	VM	no_analysis	0		fullnews_id_2578401_date_7_7_2004.dat	32
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2578401_date_7_7_2004.dat	46
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2578401_date_7_7_2004.dat	52
लानी	ला				F	S	3	participle	low	VM	wrong_features	2	ला|लान	fullnews_id_2578401_date_7_7_2004.dat	59
करनी	कर				F	S	3	participle	low	VM	wrong_features	2	कर|करन	fullnews_id_2578401_date_7_7_2004.dat	66
कहा	कह	perfective			M	S	3	participle	low	VM	wrong_features	1	कह	fullnews_id_2578401_date_7_7_2004.dat	70
बढ़ाकर	बढ़ा							unknown	none	VM	no_analysis	0		fullnews_id_2578401_date_7_7_2004.dat	76
निकल	निकल					S	3	unknown	none	VM	no_analysis	0		fullnews_id_2578401_date_7_7_2004.dat	83
कहा	कह	perfective			M	S	3	participle	low	VM	wrong_features	1	कह	fullnews_id_2578401_date_7_7_2004.dat	88
बनाए	बना	perfective			M	S		participle	low	VM	wrong_features	1	बना	fullnews_id_2578401_date_7_7_2004.dat	92
होगी	हो		future		F	S	3	participle	low	VM	wrong_lemma	1	होग	fullnews_id_2578401_date_7_7_2004.dat	96
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2578401_date_7_7_2004.dat	104
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2578401_date_7_7_2004.dat	110
बढ़ाकर	बढ़ा							unknown	none	VM	no_analysis	0		fullnews_id_2578401_date_7_7_2004.dat	117
लाया	ला	perfective			M	S	3	participle	low	VM	wrong_features	2	ला|लाय	fullnews_id_2578401_date_7_7_2004.dat	121
किया	कर	perfective			M	S	3	irregular	high	VM	wrong_features	5	कर|की|के|कि|किय	fullnews_id_2578401_date_7_7_2004.dat	127
कहा	कह	perfective			M	S	3	participle	low	VM	wrong_features	1	कह	fullnews_id_2578401_date_7_7_2004.dat	141
की	कर	perfective			F	S	3	irregular	high	VM	wrong_features	1	कर	fullnews_id_2578401_date_7_7_2004.dat	150
किया	कर	perfective			M	S	3	irregular	high	VM	wrong_features	5	कर|की|के|कि|किय	fullnews_id_2578401_date_7_7_2004.dat	160
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2578401_date_7_7_2004.dat	165
मिलाकर	मिला							unknown	none	VM	no_analysis	0		fullnews_id_2578401_date_7_7_2004.dat	174
आए	आ	perfective			M	P	3	unknown	none	VM	no_analysis	0		fullnews_id_2578401_date_7_7_2004.dat	184
हुई	हो	perfective			F	S	3	participle	low	VM	wrong_lemma	1	हु	fullnews_id_2578401_date_7_7_2004.dat	191
घटने	घट				F	S	3	participle	low	VM	wrong_features	2	घट|घटन	fullnews_id_2578401_date_7_7_2004.dat	195
बढ़कर	बढ़							unknown	none	VM	no_analysis	0		fullnews_id_2578401_date_7_7_2004.dat	203
हो	हो					S		unknown	none	VM	no_analysis	0		fullnews_id_2578401_date_7_7_2004.dat	206
हुई	हो	perfective			F	S		participle	low	VM	wrong_lemma	1	हु	fullnews_id_2578401_date_7_7_2004.dat	215
हुई	हो	perfective			F	S		participle	low	VM	wrong_lemma	1	हु	fullnews_id_2578401_date_7_7_2004.dat	222
हुआ	हो	perfective			M	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2578401_date_7_7_2004.dat	227
दे	दे				F			unknown	none	VM	no_analysis	0		fullnews_id_2578401_date_7_7_2004.dat	233
हुई	हो	perfective			F	S		participle	low	VM	wrong_lemma	1	हु	fullnews_id_2578401_date_7_7_2004.dat	241
NULL	null							unknown	none	VM	no_analysis	0		fullnews_id_2578401_date_7_7_2004.dat	246
घटा	घटा					S	3	participle	low	VM	wrong_lemma	1	घट	fullnews_id_2578401_date_7_7_2004.dat	253
कहा	कह	perfective			M	S	3	participle	low	VM	wrong_features	1	कह	fullnews_id_2578401_date_7_7_2004.dat	258
रही	रह	perfective			F	S	3	participle	low	VM	wrong_features	1	रह	fullnews_id_2578401_date_7_7_2004.dat	265
बढ़ी	बढ़	perfective			F	S	3	participle	low	VM	wrong_features	1	बढ़	fullnews_id_2578401_date_7_7_2004.dat	272
रहे	रह	perfective			M	P	3	participle	low	VM	wrong_features	1	रह	fullnews_id_2578401_date_7_7_2004.dat	281
बढ़ी	बढ़	perfective			F	S	3	participle	low	VM	wrong_features	1	बढ़	fullnews_id_2578401_date_7_7_2004.dat	287
बढ़कर	बढ़							unknown	none	VM	no_analysis	0		fullnews_id_2578401_date_7_7_2004.dat	291
हो	हो					S		unknown	none	VM	no_analysis	0		fullnews_id_2578401_date_7_7_2004.dat	294
बढ़	बढ़							unknown	none	VM	no_analysis	0		fullnews_id_2578401_date_7_7_2004.dat	301
हो	हो					S		unknown	none	VM	no_analysis	0		fullnews_id_2578401_date_7_7_2004.dat	303
कहा	कह	perfective			M	S	3	participle	low	VM	wrong_features	1	कह	fullnews_id_2578402_date_7_7_2004.dat	6
बना	बना				M	S	3	participle	low	VM	wrong_lemma	1	बन	fullnews_id_2578402_date_7_7_2004.dat	16
आने	आ					S	3	participle	low	VM	wrong_lemma	1	आन	fullnews_id_2578402_date_7_7_2004.dat	25
कर	कर				M	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2578402_date_7_7_2004.dat	36
बख्शा	बख्श	perfective			M	S	3	participle	low	VM	wrong_features	1	बख्श	fullnews_id_2578402_date_7_7_2004.dat	40
थे	था		past		M	P		unknown	none	VM	no_analysis	0		fullnews_id_2578402_date_7_7_2004.dat	62
रहे	रह	perfective			M	P	3	participle	low	VM	wrong_features	1	रह	fullnews_id_2578402_date_7_7_2004.dat	79
करेंगे	कर		future		M	S	3	finite	medium	VM	wrong_features	2	कर|करेंग	fullnews_id_2578402_date_7_7_2004.dat	84
हैं	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2578402_date_7_7_2004.dat	94
खोज	खोज				M	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2578402_date_7_7_2004.dat	100
चाहता	चाह	imperfective			M	S	3	participle	low	VM	wrong_features	2	चाह|चाहत	fullnews_id_2578402_date_7_7_2004.dat	110
होगा	हो		future		M	S	3	participle	low	VM	wrong_lemma	1	होग	fullnews_id_2578402_date_7_7_2004.dat	115
बने	बन	perfective			M	S	3	participle	low	VM	wrong_features	1	बन	fullnews_id_2578402_date_7_7_2004.dat	121
बने	बन	perfective			M	S	3	participle	low	VM	wrong_features	1	बन	fullnews_id_2578402_date_7_7_2004.dat	125
बुलाकर	बुला							unknown	none	VM	no_analysis	0		fullnews_id_2578402_date_7_7_2004.dat	130
हुई	हो	perfective			F	S		participle	low	VM	wrong_lemma	1	हु	fullnews_id_2578402_date_7_7_2004.dat	138
हुई	हो	perfective			F	S		participle	low	VM	wrong_lemma	1	हु	fullnews_id_2578402_date_7_7_2004.dat	148
की	कर	perfective			F	S	3	irregular	high	VM	wrong_features	1	कर	fullnews_id_2578402_date_7_7_2004.dat	171
होता	हो	imperfective			M	S	3	participle	low	VM	wrong_features	2	हो|होत	fullnews_id_2578402_date_7_7_2004.dat	178
देंगे	दे					P	3	irregular	high	VAUX	wrong_features	2	दे|देंग	fullnews_id_2578402_date_7_7_2004.dat	184
कर	कर					S	1	unknown	none	VM	no_analysis	0		fullnews_id_2578402_date_7_7_2004.dat	189
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2578402_date_7_7_2004.dat	201
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2578402_date_7_7_2004.dat	208
करेगा	कर		future		M	S	3	finite	medium	VM	wrong_features	2	कर|करेग	fullnews_id_2578402_date_7_7_2004.dat	214
देते	दे	imperfective			M	S		participle	low	VM	wrong_features	2	दे|देत	fullnews_id_2578402_date_7_7_2004.dat	224
कर	कर				M	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2578402_date_7_7_2004.dat	234
कर	कर				M	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2578402_date_7_7_2004.dat	241
हैं	है		present			P	3	unknown	none	VM	no_analysis	0		fullnews_id_2578402_date_7_7_2004.dat	251
बनी	बन	perfective			F	P	3	participle	low	VM	wrong_features	1	बन	fullnews_id_2578402_date_7_7_2004.dat	256
दी	दे	perfective			F	S	3	irregular	high	VM	wrong_features	1	दे	fullnews_id_2578402_date_7_7_2004.dat	262
करें	कर			subjunctive		P	3	finite	low	VM	wrong_features	1	कर	fullnews_id_2578402_date_7_7_2004.dat	268
करेंगे	कर		future		M	S	3	finite	medium	VM	wrong_features	2	कर|करेंग	fullnews_id_2578402_date_7_7_2004.dat	274
करते	कर	imperfective			M	S		participle	low	VM	wrong_features	2	कर|करत	fullnews_id_2578403_date_7_7_2004.dat	6
लगाया	लगा	perfective			M	S	3	participle	low	VM	wrong_features	2	लगा|लगाय	fullnews_id_2578403_date_7_7_2004.dat	9
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2578403_date_7_7_2004.dat	18
कहा	कह	perfective			M	S	3	participle	low	VM	wrong_features	1	कह	fullnews_id_2578403_date_7_7_2004.dat	27
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2578403_date_7_7_2004.dat	37
थे	था		past		M	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2578403_date_7_7_2004.dat	43
की	कर	perfective			F	S	3	irregular	high	VM	wrong_features	1	कर	fullnews_id_2578403_date_7_7_2004.dat	53
की	कर	perfective			F	S	3	irregular	high	VM	wrong_features	1	कर	fullnews_id_2578403_date_7_7_2004.dat	67
लगाया	लगा	perfective			M	S	3	participle	low	VM	wrong_features	2	लगा|लगाय	fullnews_id_2578403_date_7_7_2004.dat	72
छिपाने	छिपा					S	3	participle	low	VM	wrong_features	2	छिपा|छिपान	fullnews_id_2578403_date_7_7_2004.dat	78
करते	कर	imperfective			M	S		participle	low	VM	wrong_features	2	कर|करत	fullnews_id_2578403_date_7_7_2004.dat	87
चला	चल	perfective			M	S	3	participle	low	VM	wrong_features	1	चल	fullnews_id_2578403_date_7_7_2004.dat	110
जमाया	जमा	perfective			M	S	3	participle	low	VM	wrong_features	2	जमा|जमाय	fullnews_id_2578403_date_7_7_2004.dat	116
आई	आ	perfective			F	S		unknown	none	VM	no_analysis	0		fullnews_id_2578404_date_7_7_2004.dat	9
कर	कर					S		unknown	none	VM	no_analysis	0		fullnews_id_2578404_date_7_7_2004.dat	17
खो	खो					S	3	unknown	none	VM	no_analysis	0		fullnews_id_2578404_date_7_7_2004.dat	28
भूलीं	भूल	perfective			F	S	3	participle	low	VM	wrong_features	1	भूल	fullnews_id_2578404_date_7_7_2004.dat	34
जुड़ी	जुड़	perfective			F	P	3	participle	low	VM	wrong_features	1	जुड़	fullnews_id_2578404_date_7_7_2004.dat	41
जाना	जान	perfective			M	S	3	participle	low	VM	wrong_features	2	जा|जान	fullnews_id_2578404_date_7_7_2004.dat	59
आते	आ	imperfective			M	P	3	participle	low	VM	wrong_lemma	1	आत	fullnews_id_2578404_date_7_7_2004.dat	69
रही	रह	perfective			F	S	3	participle	low	VM	wrong_features	1	रह	fullnews_id_2578404_date_7_7_2004.dat	80
मिला	मिल	perfective			M	S	3	participle	low	VM	wrong_features	1	मिल	fullnews_id_2578404_date_7_7_2004.dat	91
हो	हो				F	P	3	unknown	none	VM	no_analysis	0		fullnews_id_2578404_date_7_7_2004.dat	100
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2578404_date_7_7_2004.dat	104
रहकर	रह							unknown	none	VM	no_analysis	0		fullnews_id_2578404_date_7_7_2004.dat	107
कर	कर				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2578404_date_7_7_2004.dat	114
चला	चल	perfective			M	S	3	participle	low	VM	wrong_features	1	चल	fullnews_id_2578404_date_7_7_2004.dat	118
फैले	फैल	perfective			M	S		participle	low	VM	wrong_features	1	फैल	fullnews_id_2578404_date_7_7_2004.dat	123
टहलीं	टहल	perfective			F	S	3	participle	low	VM	wrong_features	1	टहल	fullnews_id_2578404_date_7_7_2004.dat	125
बांटा	बांट	perfective			M	S	3	participle	low	VM	wrong_features	1	बांट	fullnews_id_2578404_date_7_7_2004.dat	133
हैं	है		present			P	3	unknown	none	VM	no_analysis	0		fullnews_id_2578404_date_7_7_2004.dat	138
भूलीं	भूल	perfective			F	S	3	participle	low	VM	wrong_features	1	भूल	fullnews_id_2578404_date_7_7_2004.dat	144
जुड़ी	जुड़	perfective			F	P	3	participle	low	VM	wrong_features	1	जुड़	fullnews_id_2578404_date_7_7_2004.dat	150
बताते	बता	imperfective			M	P	3	participle	low	VM	wrong_features	2	बता|बतात	fullnews_id_2578404_date_7_7_2004.dat	153
थे	था		past		M	P		unknown	none	VM	no_analysis	0		fullnews_id_2578404_date_7_7_2004.dat	163
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2578404_date_7_7_2004.dat	171
भर	भर				M	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2578404_date_7_7_2004.dat	178
निकलकर	निकल							unknown	none	VM	no_analysis	0		fullnews_id_2578404_date_7_7_2004.dat	183
लौट	लौट					S	3	unknown	none	VM	no_analysis	0		fullnews_id_2578404_date_7_7_2004.dat	188
निकलीं	निकल	perfective			F	S	3	participle	low	VM	wrong_features	1	निकल	fullnews_id_2578404_date_7_7_2004.dat	195
टहलीं	टहल	perfective			F	S	3	participle	low	VM	wrong_features	1	टहल	fullnews_id_2578404_date_7_7_2004.dat	204
