word	paradigm_class	confidence
कोशिश	F3	certain
कोष	F3	certain
कोषागार	M2	certain
कोषाध्यक्ष	M2	certain
कोष्ठ	M2	certain
कोष्ठक	M2	certain
कोहँडा	M1	heuristic
कोहडा	M1	heuristic
कोहनी	F1	certain
कोहबर	F3	certain
कोहरा	M1	certain
कोॅपल	F3	certain
कौंतेय	F3	certain
कौंध	F3	certain
कौंसिल	F3	certain
कौआ	M1	certain
कौटिल्य	F3	certain
कौडी	F1	certain
कौतुक	F3	certain
कौतूहल	F3	certain
कौपीन	F3	certain
कौबेरी	F1	certain
कौम	F3	certain
कौमार	F3	certain
कौमारचारी	F1	heuristic
कौमारी	F1	certain
कौमार्य	F3	certain
कौमुदी	F1	certain
कौर	M2	certain
कौवा	M1	heuristic
कौवाली	F1	heuristic
कौशल	F3	certain
कौशल्या	F2	certain
कौशांबी	F1	certain
कौशिक	F3	certain
कौसिल्या	M1	heuristic
कौस्तुभ	F3	certain
क्यारी	F1	certain
क्यूरेटर	M2	certain
क्रंदन	F3	certain
क्रम	F3	certain
क्रमजटा	F2	certain
क्रमनासा	F2	certain
क्रमपरिवर्तन	F3	certain
क्रमपाठ	F3	certain
क्रमविकास	F3	certain
क्रमसंख्या	F2	certain
क्रमसन्न्यास	F3	certain
क्रमस्थापन	F3	certain
क्रमहीनता	M1	heuristic
क्रमांक	F3	certain
क्रमेण	F3	certain
क्रय	F3	certain
क्रयण	F3	certain
क्रयपंजी	F1	certain
क्रयपत्र	F3	certain
क्रयलेख्य	F3	certain
क्रयविक्रय	F3	certain
क्रयशक्ति	F4	certain
क्रयी	F1	heuristic
क्रांति	F4	certain
क्रांतिकक्ष	M2	certain
क्रांतिकारी	M3	certain
क्रांतिमंडल	M2	certain
क्रांतिवादी	F1	heuristic
क्रिक	M2	certain
क्रिकेट	F3	certain
क्रिकेटबाल	M2	certain
क्रिकेटमैच	M2	certain
क्रिकेटर	M2	certain
क्रिया	F2	certain
क्रियाकर्म	M2	certain
क्रियाकलाप	M2	certain
क्रियाफल	M2	certain
क्रियायोग	M2	certain
क्रियाविशेषण	F3	certain
क्रिसमस	F3	certain
क्रीज़	F3	certain
क्रीडा	F2	certain
क्रीडांगन	F3	certain
क्रीम	F3	certain
क्रुद्ध	M2	certain
क्रूरकर्म	F3	certain
क्रूरग्रह	F3	certain
क्रूरता	M1	heuristic
क्रेता	M1	heuristic
क्रेन	F3	certain
क्रोड़	M2	certain
क्रोध	M2	certain
क्रोधी	M3	certain
क्रौंच	M2	certain
क्र्‍तघ्न	M2	certain
क्र्‍तघ्नता	F2	certain
क्र्‍तज्ञ	M2	certain
क्र्‍तज्ञता	F2	certain
क्र्‍तदास	M2	certain
क्र्‍तयुग	M2	certain
क्र्‍ति	F4	certain
क्र्‍त्य	M2	certain
क्र्‍त्रिमता	F2	certain
क्र्‍त्रिमधूप	M2	certain
क्र्‍त्रिमरत्न	M2	certain
क्र्‍दंत	M2	certain
क्र्‍पणता	F2	certain
क्र्‍पा	F2	certain
क्र्‍पाण	M2	certain
क्र्‍पाणी	F1	certain
क्र्‍पाद्र्‍ष्टि	F4	certain
क्र्‍पापात्र	M2	certain
क्र्‍पालु	M4	certain
क्र्‍मि	M3	certain
क्र्‍मिकर	M2	certain
क्र्‍मिकोश	M2	certain
क्र्‍मिघ्नी	F1	certain
क्र्‍मिरोग	M2	certain
क्र्‍शकूट	M2	certain
क्र्‍षक	M2	certain
क्र्‍षि	F4	certain
क्र्‍षिकर्म	M2	certain
क्र्‍षिकार	M2	certain
क्र्‍षिगंत्र	M2	certain
क्र्‍षिदासता	F2	certain
क्र्‍ष्णकंद	M2	certain
क्र्‍ष्णफल	M2	certain
क्र्‍ष्णबीज	M2	certain
क्र्‍ष्णभक्त	M2	certain
क्र्‍ष्णा	F2	certain
क्र्‍ष्णाजिन	M2	certain
क्र्‍ष्णाष्टमी	F1	certain
क्लब	M2	certain
क्लर्क	M2	certain
क्लर्की	F1	certain
क्लांति	F4	heuristic
क्लाक	M2	certain
क्लास	M2	certain
क्लासटीचर	M2	certain
क्लिप	F3	certain
क्लिष्टता	F2	certain
क्लीनिक	M2	certain
क्लेश	M2	certain
क्लोन	M2	certain
क्लोरोफार्म	F3	certain
क्वार्टर	M2	certain
क्वालिटी	M3	certain
क्विंटल	M2	certain
क्षण	M2	certain
क्षणकर	M2	certain
क्षति	F4	certain
क्षतिपूर्टि	F4	heuristic
क्षतिपूर्ति	F4	certain
क्षती	F1	certain
क्षत्रकर्म	M2	certain
क्षत्रधर्म	M2	certain
क्षत्रपति	M3	certain
क्षत्रविद्या	F2	certain
क्षत्रवेद	M2	certain
क्षत्राणी	F1	certain
क्षत्रिय	M2	certain
क्षत्रिया	F2	certain
क्षत्रियाणी	F1	certain
क्षमता	F2	certain
क्षमतापूर्णता	M1	heuristic
क्षमताहीनता	M1	heuristic
क्षमा	F2	certain
क्षमापन	M2	certain
क्षमायाचना	M1	heuristic
क्षय	M2	certain
क्षयकाल	M2	certain
क्षयपक्ष	M2	certain
क्षयमास	M2	certain
क्षयरोग	M2	certain
क्षयरोगी	M3	certain
क्षयी	F1	heuristic
क्षरण	F3	certain
क्षारगुण	F3	certain
क्षारण	F3	certain
क्षारनदी	F1	certain
क्षारलवण	F3	certain
क्षालन	F3	certain
क्षिति	F4	certain
क्षितिकंप	F3	certain
क्षितिज	F3	certain
क्षितितल	F3	certain
क्षितिमंडल	F3	certain
क्षितींद्र	F3	certain
क्षितीश	F3	certain
क्षितीश्वर	F3	certain
क्षीर	F3	certain
क्षीरकंठ	F3	certain
क्षीरजाल	F3	certain
क्षीरदल	F3	certain
क्षीरसागर	F3	certain
क्षीराब्धि	M3	certain
क्षीरोदक	F3	certain
क्षीरोदधि	M3	certain
क्षीरौदन	F3	certain
क्षुद्र	F3	certain
क्षुद्रता	F2	certain
क्षुद्ररोग	F3	certain
क्षुधा	F2	certain
क्षुधानिव्र्‍त्ति	F4	certain
क्षुब्ध	F3	certain
क्षुरिका	M1	heuristic
क्षेत्र	M2	certain
क्षेत्रकर्षक	F3	certain
क्षेत्रगणित	F3	certain
क्षेत्रपति	M3	certain
क्षेत्रफल	M2	certain
क्षेत्रमिति	F4	certain
क्षेत्रमिती	F1	heuristic
क्षेत्राधिकार	M2	certain
क्षेत्राधिप	F3	certain
क्षेत्राभिरक्षक	F3	certain
क्षेप	F3	certain
क्षेपण	F3	certain
क्षेप्यास्त्र	F3	certain
क्षेम	F3	certain
क्षेमरात्रि	F4	certain
क्षोभ	F3	certain
क्षौर	F3	certain
कड़की	F1	certain
कड़वापन	M2	certain
कड़ापन	M2	certain
कड़ाह	M2	certain
कड़ाही	F1	certain
कड़ी	F1	certain
कड़ुआहट	F3	certain
कड़ुवाहट	F3	certain
कफ़	M2	certain
कफ़न	M2	certain
ख	F3	certain
खँजडी	F1	heuristic
खँजरी	F1	heuristic
खँडहर	M2	certain
खंजडी	F1	heuristic
खंजन	F3	certain
खंजर	M2	certain
खंजरी	F1	heuristic
खंड	M2	certain
खंडकथा	F2	certain
खंडकाव्य	M2	certain
खंडग्रहण	F3	certain
खंडताल	M2	certain
खंडधारा	F2	certain
खंडन	F3	certain
खंडनमंडन	F3	certain
खंडप्रलय	F3	certain
खंडलवण	F3	certain
खंडव्यायाम	F3	certain
खंडशाखा	F2	certain
खंडहर	M2	certain
खंडा	M1	heuristic
खंडिता	F2	certain
खंता	M1	certain
खंती	F1	certain
खंदक	M2	certain
खंभ	M2	certain
खंभा	M1	certain
खखरा	M1	heuristic
खखार	F3	certain
खग	F3	certain
खगिनी	F1	heuristic
खगी	F1	heuristic
खगेंद्र	F3	certain
खगेश	F3	certain
खगोल	F3	certain
खगोल_विद्या	F2	certain
खचा	M1	certain
खचाखच	F3	certain
खची	F1	certain
खच्चर	F3	certain
खजानची	M3	certain
खजाना	M1	certain
खजुआ	M1	certain
खजुली	F1	certain
खजुवा	M1	certain
खजूर	F3	certain
खजूरछडी	F1	certain
खट	F3	certain
खटका	F2	certain
खटखट	F3	certain
खटखटिया	M1	heuristic
खटपट	F3	certain
खटपटिया	F2	certain
खटमल	F3	certain
खटमिट्ठा	M1	heuristic
खटमीठा	M1	heuristic
खटाई	F1	certain
खटास	F3	certain
खटिका	M1	heuristic
खटिया	M1	heuristic
खटोलना	M1	heuristic
खटोला	M1	heuristic
खटोली	F1	certain
खट्टा	M1	heuristic
खट्टापन	M2	certain
खट्टामीठा	F3	certain
खट्टिक	M2	certain
खट्वा	F2	certain
खड	F3	certain
खडखडिया	M1	heuristic
खड़खड़ाहट	F3	certain
खड़बड़ाहट	F3	certain
खड़बड़ी	F1	certain
खड़मंडल	F3	certain
खड़िया	F2	certain
खड़्ग	F3	certain
खड़्गकोश	F3	certain
खड़्गधर	F3	certain
खड़्गधारा	F2	certain
खड़्गपुत्रिका	F2	certain
खडिया	M1	heuristic
खडी	F1	heuristic
खड्ड	F3	certain
खड्डा	M1	heuristic
खड्डी	F1	heuristic
खत	F3	certain
खतना	M1	heuristic
खतम	F3	certain
खतरनाक	F3	certain
खतरा	M1	certain
खतौनी	F1	certain
खत्ता	M1	heuristic
खत्म	F3	certain
खदिर	F3	certain
खद्दर	F3	certain
खनक	F3	certain
खनन	F3	certain
खनिज	F3	certain
खनिजविज्ञानी	F1	heuristic
खनिजिकी	F1	heuristic
खनित्र	F3	certain
खपची	F1	heuristic
खपटा	M1	certain
खपडा	M1	certain
खपडी	F1	certain
खपडैल	F3	certain
खपत	F3	certain
खपरा	M1	heuristic
खपरैल	M2	certain
खप्पर	F3	certain
खबर	F3	certain
खबरदार	F3	certain
खबरदारी	F1	certain
खब्त	F3	certain
खब्ती	M3	certain
खमीर	F3	certain
खयाल	F3	certain
खरकुटी	F1	certain
